id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
id10012;57;housemaid;married;secondary;no;992;no;no;unknown;9;jun;329;3;-1;0;unknown;no
id10013;35;blue-collar;married;secondary;no;3015;yes;no;unknown;9;jun;753;2;-1;0;unknown;no
id10014;32;student;single;unknown;no;2313;yes;no;unknown;9;jun;99;26;-1;0;unknown;no
id10015;54;retired;single;primary;no;767;no;no;unknown;9;jun;42;2;-1;0;unknown;no
id10016;40;technician;divorced;secondary;no;2394;no;no;unknown;9;jun;75;4;-1;0;unknown;no
id10017;39;services;married;secondary;no;1367;yes;no;unknown;9;jun;53;4;-1;0;unknown;no
id10018;61;retired;married;secondary;no;173;no;no;unknown;9;jun;182;2;-1;0;unknown;no
id10019;59;management;married;tertiary;no;2020;no;yes;unknown;9;jun;250;2;-1;0;unknown;no
id10020;40;admin.;divorced;secondary;no;90;yes;no;unknown;9;jun;511;5;-1;0;unknown;no
id10021;53;management;married;secondary;no;2522;no;no;unknown;9;jun;478;2;-1;0;unknown;no
id10022;46;blue-collar;married;primary;no;10333;yes;no;unknown;9;jun;579;4;-1;0;unknown;no
id10023;45;blue-collar;married;primary;no;408;no;no;unknown;9;jun;253;2;-1;0;unknown;no
id10024;35;housemaid;single;unknown;no;4378;no;no;unknown;9;jun;376;3;-1;0;unknown;no
id10025;48;entrepreneur;married;unknown;no;3233;no;no;unknown;9;jun;66;6;-1;0;unknown;no
id10026;35;blue-collar;single;primary;no;-269;yes;no;unknown;9;jun;96;10;-1;0;unknown;no
id10027;50;housemaid;married;primary;no;3056;no;no;unknown;9;jun;95;3;-1;0;unknown;no
id10028;45;housemaid;married;secondary;no;513;no;no;unknown;9;jun;126;3;-1;0;unknown;no
id10029;39;blue-collar;married;primary;no;1387;no;no;unknown;9;jun;52;3;-1;0;unknown;no
id10030;44;self-employed;married;tertiary;no;3295;no;no;unknown;9;jun;138;4;-1;0;unknown;no
id10031;38;blue-collar;divorced;secondary;no;157;no;no;unknown;9;jun;299;5;-1;0;unknown;no
id10032;38;services;single;secondary;no;1076;no;no;unknown;9;jun;69;6;-1;0;unknown;no
id10033;41;management;married;tertiary;no;36;no;no;unknown;9;jun;44;4;-1;0;unknown;no
id10034;52;management;married;primary;no;48;no;no;unknown;9;jun;135;2;-1;0;unknown;no
id10035;49;blue-collar;married;secondary;no;59;yes;no;unknown;9;jun;154;10;-1;0;unknown;no
id10036;38;blue-collar;married;secondary;no;1116;no;no;unknown;9;jun;80;3;-1;0;unknown;no
id10037;35;services;married;secondary;no;0;no;no;unknown;9;jun;115;4;-1;0;unknown;no
id10038;39;management;married;primary;no;0;no;no;unknown;11;jun;308;7;-1;0;unknown;no
id10039;39;blue-collar;single;secondary;no;16917;no;no;unknown;11;jun;129;6;-1;0;unknown;no
id10040;54;retired;married;secondary;no;1851;no;no;unknown;11;jun;296;3;-1;0;unknown;no
id10041;59;admin.;married;unknown;no;0;no;no;unknown;11;jun;242;2;-1;0;unknown;no
id10042;35;blue-collar;single;secondary;no;406;yes;no;unknown;11;jun;126;12;-1;0;unknown;no
id10043;28;admin.;single;secondary;no;267;yes;no;unknown;11;jun;198;5;-1;0;unknown;no
id10044;49;blue-collar;married;secondary;no;55;no;no;unknown;11;jun;112;4;-1;0;unknown;no
id10045;47;retired;married;primary;no;1464;no;no;unknown;11;jun;180;4;-1;0;unknown;no
id10046;38;self-employed;single;secondary;no;4056;no;no;unknown;11;jun;69;2;-1;0;unknown;no
id10047;43;technician;divorced;secondary;no;-191;no;no;unknown;11;jun;76;3;-1;0;unknown;no
id10048;47;technician;divorced;secondary;no;450;no;no;unknown;11;jun;40;5;-1;0;unknown;no
id10049;57;self-employed;married;unknown;no;964;no;no;unknown;11;jun;70;5;-1;0;unknown;no
id10050;42;entrepreneur;married;tertiary;no;5345;no;no;unknown;11;jun;878;3;-1;0;unknown;yes
id10051;41;services;married;secondary;no;0;yes;no;unknown;11;jun;62;9;-1;0;unknown;no
id10052;39;blue-collar;single;secondary;no;653;no;no;unknown;11;jun;54;4;-1;0;unknown;no
id10053;37;management;married;tertiary;no;1393;no;yes;unknown;11;jun;129;3;-1;0;unknown;no
id10054;41;admin.;single;secondary;no;812;no;yes;unknown;11;jun;583;4;-1;0;unknown;yes
id10055;38;admin.;single;secondary;no;4023;no;no;unknown;11;jun;339;2;-1;0;unknown;no
id10056;37;management;single;secondary;no;235;no;no;unknown;11;jun;27;2;-1;0;unknown;no
id10057;55;admin.;married;secondary;no;994;no;no;unknown;11;jun;490;2;-1;0;unknown;no
id10058;36;blue-collar;married;primary;no;409;yes;no;unknown;11;jun;81;3;-1;0;unknown;no
id10059;47;blue-collar;married;primary;no;4157;no;no;unknown;11;jun;90;3;-1;0;unknown;no
id10060;48;services;married;secondary;no;11516;no;no;unknown;11;jun;399;8;-1;0;unknown;no
id10061;48;entrepreneur;married;secondary;no;568;no;no;unknown;11;jun;148;4;-1;0;unknown;no
id10062;45;blue-collar;married;primary;no;13117;no;no;unknown;11;jun;42;2;-1;0;unknown;no
id10063;44;management;married;tertiary;no;13893;no;no;unknown;11;jun;29;2;-1;0;unknown;no
id10064;42;admin.;married;secondary;no;105;no;no;unknown;11;jun;1159;4;-1;0;unknown;yes
id10065;54;retired;married;primary;no;1379;no;no;unknown;11;jun;136;1;-1;0;unknown;no
id10066;36;management;married;tertiary;no;1604;yes;no;unknown;11;jun;47;3;-1;0;unknown;no
id10067;50;management;married;tertiary;no;396;no;no;unknown;11;jun;62;2;-1;0;unknown;no
id10068;49;retired;married;primary;no;3478;no;no;unknown;11;jun;484;5;-1;0;unknown;no
id10069;48;technician;married;secondary;no;1637;yes;no;unknown;11;jun;305;10;-1;0;unknown;no
id10070;53;retired;single;secondary;no;1846;no;no;unknown;11;jun;95;1;-1;0;unknown;no
id10071;39;management;married;tertiary;no;-190;no;yes;unknown;11;jun;893;8;-1;0;unknown;yes
id10072;54;technician;married;secondary;no;2500;no;no;unknown;11;jun;62;2;-1;0;unknown;no
id10073;50;blue-collar;married;primary;no;811;no;no;unknown;11;jun;103;3;-1;0;unknown;no
id10074;49;blue-collar;married;primary;no;238;no;no;unknown;11;jun;204;1;-1;0;unknown;no
id10075;59;retired;married;primary;no;1930;no;no;unknown;11;jun;453;1;-1;0;unknown;no
id10076;60;services;divorced;secondary;no;47;no;no;unknown;11;jun;360;1;-1;0;unknown;no
id10077;43;housemaid;divorced;primary;no;0;no;no;unknown;11;jun;643;1;-1;0;unknown;no
id10078;53;self-employed;married;tertiary;no;1128;no;no;unknown;11;jun;29;1;-1;0;unknown;no
id10079;36;technician;married;tertiary;no;4139;no;no;unknown;11;jun;175;4;-1;0;unknown;no
id10080;59;entrepreneur;married;tertiary;no;712;yes;no;unknown;11;jun;109;1;-1;0;unknown;no
id10081;27;technician;single;unknown;no;555;no;no;unknown;11;jun;240;9;-1;0;unknown;no
id10082;38;blue-collar;divorced;secondary;no;2998;yes;no;unknown;11;jun;91;1;-1;0;unknown;no
id10083;50;management;married;tertiary;no;0;no;no;unknown;11;jun;916;1;-1;0;unknown;no
id10084;40;admin.;divorced;secondary;no;1967;yes;no;unknown;11;jun;363;1;-1;0;unknown;no
id10085;60;blue-collar;married;primary;no;3230;no;no;unknown;11;jun;281;4;-1;0;unknown;no
id10086;45;technician;married;secondary;no;3007;no;no;unknown;11;jun;442;1;-1;0;unknown;no
id10087;36;blue-collar;single;secondary;no;161;yes;no;unknown;11;jun;196;2;-1;0;unknown;no
id10088;59;management;married;tertiary;no;1574;no;no;unknown;11;jun;181;1;-1;0;unknown;no
id10089;35;blue-collar;married;primary;no;234;no;no;unknown;11;jun;88;5;-1;0;unknown;no
id10090;44;blue-collar;married;primary;no;0;no;no;unknown;11;jun;112;2;-1;0;unknown;no
id10091;45;entrepreneur;divorced;tertiary;no;1273;yes;yes;unknown;11;jun;197;3;-1;0;unknown;no
id10092;38;blue-collar;married;primary;no;3057;yes;no;unknown;11;jun;133;1;-1;0;unknown;no
id10093;46;self-employed;married;primary;no;2295;yes;no;unknown;11;jun;138;1;-1;0;unknown;no
id10094;37;management;married;primary;no;1959;no;no;unknown;11;jun;439;1;-1;0;unknown;no
id10095;53;retired;divorced;secondary;no;-24;no;no;unknown;11;jun;303;1;-1;0;unknown;no
id10096;44;housemaid;married;secondary;no;192;no;no;unknown;11;jun;232;2;-1;0;unknown;no
id10097;59;retired;married;tertiary;no;307;no;yes;unknown;11;jun;63;5;-1;0;unknown;no
id10098;57;housemaid;married;primary;no;625;no;yes;unknown;11;jun;867;1;-1;0;unknown;yes
id10099;51;retired;married;secondary;no;1435;no;no;unknown;11;jun;587;1;-1;0;unknown;yes
id10100;41;management;single;tertiary;no;8368;no;no;unknown;11;jun;179;1;-1;0;unknown;no
id10101;45;blue-collar;married;unknown;no;2056;no;yes;unknown;11;jun;191;1;-1;0;unknown;no
id10102;49;technician;single;tertiary;no;2585;no;no;unknown;11;jun;64;1;-1;0;unknown;no
id10103;44;blue-collar;married;secondary;no;289;no;no;unknown;11;jun;300;1;-1;0;unknown;no
id10104;38;housemaid;married;secondary;no;634;no;no;unknown;11;jun;105;4;-1;0;unknown;no
id10105;53;admin.;single;secondary;no;-285;no;yes;unknown;11;jun;328;1;-1;0;unknown;no
id10106;39;blue-collar;single;secondary;no;393;yes;no;unknown;11;jun;339;1;-1;0;unknown;no
id10107;50;management;married;unknown;no;8345;no;no;unknown;11;jun;561;1;-1;0;unknown;no
id10108;54;management;married;tertiary;no;16843;no;no;unknown;11;jun;116;1;-1;0;unknown;no
id10109;60;blue-collar;married;unknown;no;3538;no;no;unknown;11;jun;261;1;-1;0;unknown;no
id10110;52;retired;married;unknown;no;293;no;no;unknown;11;jun;706;1;-1;0;unknown;yes
id10111;58;admin.;married;primary;no;2232;no;no;unknown;11;jun;219;1;-1;0;unknown;no
id10112;59;self-employed;married;secondary;no;1986;no;no;unknown;11;jun;139;1;-1;0;unknown;no
id10113;51;admin.;single;unknown;no;196;no;no;unknown;11;jun;98;1;-1;0;unknown;no
id10114;42;self-employed;divorced;tertiary;no;0;no;no;unknown;11;jun;694;2;-1;0;unknown;no
id10115;38;self-employed;single;secondary;yes;0;no;no;unknown;11;jun;68;3;-1;0;unknown;no
id10116;39;blue-collar;married;secondary;no;7653;no;no;unknown;11;jun;165;2;-1;0;unknown;no
id10117;49;services;divorced;secondary;no;725;no;no;unknown;11;jun;275;2;-1;0;unknown;no
id10118;37;self-employed;married;secondary;no;883;no;no;unknown;11;jun;153;1;-1;0;unknown;no
id10119;54;housemaid;married;unknown;no;4789;no;no;unknown;11;jun;83;1;-1;0;unknown;no
id10120;51;blue-collar;married;unknown;no;1137;no;no;unknown;11;jun;76;1;-1;0;unknown;no
id10121;42;housemaid;married;primary;yes;16;no;no;unknown;11;jun;79;1;-1;0;unknown;no
id10122;58;management;married;unknown;no;0;no;no;unknown;11;jun;145;1;-1;0;unknown;no
id10123;37;services;divorced;secondary;no;532;yes;no;unknown;11;jun;199;1;-1;0;unknown;no
id10124;37;admin.;married;unknown;no;463;yes;no;unknown;11;jun;158;1;-1;0;unknown;no
id10125;45;management;married;tertiary;no;409;no;no;unknown;11;jun;144;1;-1;0;unknown;no
id10126;51;housemaid;married;unknown;no;819;no;no;unknown;11;jun;316;1;-1;0;unknown;no
id10127;36;self-employed;married;tertiary;no;2517;no;no;unknown;11;jun;117;2;-1;0;unknown;no
id10128;43;management;married;tertiary;no;5523;no;no;unknown;11;jun;78;1;-1;0;unknown;no
id10129;51;blue-collar;married;primary;no;7080;no;no;unknown;11;jun;26;1;-1;0;unknown;no
id10130;42;technician;married;unknown;no;0;no;no;unknown;11;jun;241;1;-1;0;unknown;no
id10131;42;blue-collar;married;secondary;no;103;no;no;unknown;11;jun;95;2;-1;0;unknown;no
id10132;38;blue-collar;married;secondary;no;361;yes;no;unknown;11;jun;601;1;-1;0;unknown;no
id10133;60;retired;married;primary;no;6307;yes;no;unknown;11;jun;362;1;-1;0;unknown;no
id10134;57;housemaid;married;primary;no;58;no;no;unknown;11;jun;510;1;-1;0;unknown;no
id10135;57;housemaid;divorced;primary;no;395;no;no;unknown;11;jun;125;1;-1;0;unknown;no
id10136;59;retired;single;secondary;no;1150;no;no;unknown;11;jun;91;1;-1;0;unknown;no
id10137;57;services;divorced;primary;no;362;no;no;unknown;11;jun;187;1;-1;0;unknown;no
id10138;40;technician;married;secondary;no;0;no;no;unknown;11;jun;420;1;-1;0;unknown;no
id10139;31;blue-collar;single;secondary;yes;-9;yes;yes;unknown;11;jun;115;16;-1;0;unknown;no
id10140;49;entrepreneur;married;tertiary;no;384;no;no;unknown;11;jun;64;1;-1;0;unknown;no
id10141;42;self-employed;married;tertiary;no;1202;no;no;unknown;11;jun;40;1;-1;0;unknown;no
id10142;39;admin.;single;secondary;no;35;no;no;unknown;11;jun;242;1;-1;0;unknown;no
id10143;54;management;married;tertiary;no;69;no;no;unknown;11;jun;113;1;-1;0;unknown;no
id10144;52;blue-collar;married;primary;no;1884;no;no;unknown;11;jun;68;4;-1;0;unknown;no
id10145;39;services;divorced;secondary;no;2;yes;yes;unknown;11;jun;62;1;-1;0;unknown;no
id10146;46;services;married;secondary;no;379;no;no;unknown;11;jun;886;2;-1;0;unknown;no
id10147;51;unknown;married;unknown;no;12;no;no;unknown;11;jun;45;1;-1;0;unknown;no
id10148;59;retired;married;unknown;no;1033;no;no;unknown;11;jun;1199;1;-1;0;unknown;yes
id10149;40;admin.;divorced;secondary;no;6;no;no;unknown;11;jun;140;1;-1;0;unknown;no
id10150;58;housemaid;married;secondary;no;4840;no;no;unknown;11;jun;366;1;-1;0;unknown;no
id10151;35;services;married;secondary;no;2135;no;no;unknown;11;jun;436;1;-1;0;unknown;no
id10152;37;blue-collar;single;primary;no;914;no;no;unknown;11;jun;72;1;-1;0;unknown;no
id10153;56;unknown;divorced;primary;no;558;no;no;unknown;11;jun;119;1;-1;0;unknown;no
id10154;52;housemaid;married;primary;no;3283;no;no;unknown;11;jun;553;1;-1;0;unknown;no
id10155;56;blue-collar;married;secondary;no;1210;no;no;unknown;11;jun;935;1;-1;0;unknown;yes
id10156;53;technician;married;tertiary;no;431;yes;no;unknown;11;jun;74;1;-1;0;unknown;no
id10157;45;unknown;married;primary;no;44;no;no;unknown;11;jun;81;1;-1;0;unknown;no
id10158;49;management;married;tertiary;no;64;no;no;unknown;11;jun;586;1;-1;0;unknown;yes
id10159;41;housemaid;single;primary;no;1179;yes;no;unknown;11;jun;950;4;-1;0;unknown;no
id10160;47;blue-collar;married;secondary;no;303;no;no;unknown;11;jun;261;1;-1;0;unknown;no
id10161;50;blue-collar;married;tertiary;no;676;no;no;unknown;11;jun;159;1;-1;0;unknown;no
id10162;43;admin.;divorced;secondary;no;57;no;no;unknown;11;jun;46;1;-1;0;unknown;no
id10163;40;unemployed;divorced;secondary;no;0;no;no;unknown;11;jun;473;1;-1;0;unknown;no
id10164;38;blue-collar;married;primary;no;8637;yes;no;unknown;11;jun;119;1;-1;0;unknown;no
id10165;35;blue-collar;divorced;unknown;no;164;no;no;unknown;11;jun;967;2;-1;0;unknown;yes
id10166;36;management;single;tertiary;no;0;no;no;unknown;11;jun;33;1;-1;0;unknown;no
id10167;38;services;married;secondary;no;433;no;no;unknown;11;jun;148;1;-1;0;unknown;no
id10168;45;management;married;tertiary;no;1866;no;no;unknown;11;jun;116;7;-1;0;unknown;no
id10169;58;unknown;married;unknown;no;0;no;no;unknown;11;jun;464;2;-1;0;unknown;no
id10170;38;blue-collar;married;secondary;yes;-10;no;no;unknown;11;jun;174;1;-1;0;unknown;no
id10171;36;blue-collar;married;secondary;no;717;no;no;unknown;11;jun;63;1;-1;0;unknown;no
id10172;44;blue-collar;married;secondary;no;594;no;no;unknown;11;jun;340;1;-1;0;unknown;no
id10173;58;technician;married;primary;no;139;no;no;unknown;11;jun;103;1;-1;0;unknown;no
id10174;51;technician;married;secondary;no;13089;no;no;unknown;11;jun;247;1;-1;0;unknown;no
id10175;40;blue-collar;single;primary;no;1780;no;yes;unknown;11;jun;114;1;-1;0;unknown;no
id10176;23;student;single;secondary;no;1284;yes;no;unknown;11;jun;327;10;-1;0;unknown;no
id10177;50;blue-collar;married;unknown;no;0;no;no;unknown;11;jun;249;1;-1;0;unknown;no
id10178;45;housemaid;divorced;primary;no;544;no;no;unknown;11;jun;110;1;-1;0;unknown;no
id10179;49;blue-collar;divorced;secondary;no;1869;no;yes;unknown;11;jun;257;1;-1;0;unknown;no
id10180;55;retired;married;primary;no;8894;no;no;unknown;11;jun;262;1;-1;0;unknown;no
id10181;40;blue-collar;married;secondary;no;11084;no;no;unknown;11;jun;113;1;-1;0;unknown;no
id10182;45;technician;divorced;secondary;no;0;yes;yes;unknown;11;jun;127;1;-1;0;unknown;no
id10183;45;self-employed;married;primary;no;750;no;no;unknown;11;jun;183;9;-1;0;unknown;no
id10184;48;admin.;married;secondary;no;155;no;no;unknown;11;jun;222;3;-1;0;unknown;no
id10185;56;blue-collar;married;secondary;no;0;no;no;unknown;11;jun;142;2;-1;0;unknown;no
id10186;41;housemaid;divorced;secondary;no;637;yes;yes;unknown;11;jun;678;4;-1;0;unknown;no
id10187;38;admin.;married;primary;no;464;no;yes;unknown;11;jun;86;2;-1;0;unknown;no
id10188;59;technician;married;tertiary;no;4445;no;no;unknown;11;jun;96;7;-1;0;unknown;no
id10189;25;blue-collar;married;primary;no;-83;yes;no;unknown;11;jun;211;17;-1;0;unknown;no
id10190;57;housemaid;married;primary;no;2234;no;no;unknown;11;jun;201;5;-1;0;unknown;no
id10191;54;admin.;married;secondary;no;1326;yes;no;unknown;11;jun;105;2;-1;0;unknown;no
id10192;36;services;married;secondary;no;24;yes;yes;unknown;11;jun;100;5;-1;0;unknown;no
id10193;36;unemployed;single;tertiary;no;9019;yes;no;unknown;11;jun;952;3;-1;0;unknown;no
id10194;36;services;married;secondary;no;2153;no;no;unknown;11;jun;181;2;-1;0;unknown;no
id10195;48;management;married;secondary;no;397;no;no;unknown;11;jun;389;6;-1;0;unknown;no
id10196;39;retired;married;secondary;no;-160;yes;no;unknown;11;jun;203;4;-1;0;unknown;no
id10197;32;management;single;tertiary;no;1160;yes;yes;unknown;11;jun;450;2;-1;0;unknown;no
id10198;43;entrepreneur;married;tertiary;no;396;no;no;unknown;11;jun;105;3;-1;0;unknown;no
id10199;36;management;married;tertiary;no;336;no;no;unknown;11;jun;178;7;-1;0;unknown;no
id10200;59;management;married;tertiary;no;7049;no;no;unknown;11;jun;647;2;-1;0;unknown;no
id10201;42;self-employed;married;tertiary;no;2821;no;no;unknown;11;jun;203;2;-1;0;unknown;no
id10202;37;admin.;single;secondary;no;1560;yes;no;unknown;11;jun;203;2;-1;0;unknown;no
id10203;28;technician;single;tertiary;no;-803;yes;yes;unknown;11;jun;222;9;-1;0;unknown;no
id10204;40;services;married;secondary;no;376;yes;yes;unknown;11;jun;268;2;-1;0;unknown;no
id10205;41;management;married;tertiary;no;6204;no;yes;unknown;11;jun;148;2;-1;0;unknown;no
id10206;44;management;single;tertiary;no;825;yes;no;unknown;11;jun;427;2;-1;0;unknown;no
id10207;42;blue-collar;married;unknown;no;8600;no;no;unknown;11;jun;90;9;-1;0;unknown;no
id10208;41;unknown;single;unknown;no;1259;no;no;unknown;11;jun;177;8;-1;0;unknown;no
id10209;55;housemaid;married;primary;no;0;no;no;unknown;11;jun;306;3;-1;0;unknown;no
id10210;60;housemaid;married;secondary;no;3587;no;no;unknown;11;jun;133;2;-1;0;unknown;no
id10211;48;technician;married;tertiary;no;2369;no;no;unknown;11;jun;516;2;-1;0;unknown;no
id10212;58;management;married;tertiary;no;313;no;no;unknown;11;jun;204;2;-1;0;unknown;no
id10213;56;retired;married;primary;no;0;no;no;unknown;11;jun;188;2;-1;0;unknown;no
id10214;51;retired;married;primary;no;2525;no;no;unknown;11;jun;184;2;-1;0;unknown;no
id10215;37;entrepreneur;single;tertiary;no;108;no;no;unknown;11;jun;157;6;-1;0;unknown;no
id10216;49;services;single;secondary;no;133;no;no;unknown;11;jun;319;6;-1;0;unknown;no
id10217;58;retired;married;primary;no;5092;no;no;unknown;11;jun;199;6;-1;0;unknown;no
id10218;36;unemployed;married;secondary;no;1766;no;no;unknown;11;jun;595;2;-1;0;unknown;yes
id10219;41;entrepreneur;married;secondary;no;2480;yes;no;unknown;11;jun;394;2;-1;0;unknown;no
id10220;43;retired;married;primary;no;7298;no;no;unknown;11;jun;36;2;-1;0;unknown;no
id10221;45;unknown;married;unknown;no;360;no;no;unknown;11;jun;157;9;-1;0;unknown;no
id10222;37;management;single;tertiary;no;-119;yes;no;unknown;11;jun;375;11;-1;0;unknown;no
id10223;39;admin.;single;tertiary;no;23;no;no;unknown;11;jun;162;3;-1;0;unknown;no
id10224;36;blue-collar;married;secondary;no;219;no;no;unknown;11;jun;47;7;-1;0;unknown;no
id10225;46;unknown;married;primary;no;285;no;no;unknown;11;jun;215;2;-1;0;unknown;no
id10226;57;management;married;tertiary;no;1571;no;no;unknown;11;jun;230;13;-1;0;unknown;no
id10227;40;services;married;secondary;no;1325;no;no;unknown;11;jun;150;2;-1;0;unknown;no
id10228;37;blue-collar;married;primary;no;587;no;no;unknown;11;jun;126;2;-1;0;unknown;no
id10229;35;technician;single;tertiary;no;18;yes;yes;unknown;11;jun;111;10;-1;0;unknown;no
id10230;45;services;married;primary;no;116;yes;no;unknown;11;jun;287;3;-1;0;unknown;no
id10231;56;housemaid;single;primary;no;1;no;no;unknown;11;jun;83;2;-1;0;unknown;no
id10232;35;management;married;tertiary;no;810;no;no;unknown;11;jun;124;4;-1;0;unknown;no
id10233;54;retired;married;secondary;no;3671;no;no;unknown;11;jun;67;3;-1;0;unknown;no
id10234;51;entrepreneur;single;tertiary;yes;15;no;no;unknown;11;jun;104;2;-1;0;unknown;no
id10235;39;self-employed;married;tertiary;no;0;no;no;unknown;11;jun;904;4;-1;0;unknown;no
id10236;38;services;divorced;primary;no;188;no;no;unknown;11;jun;597;10;-1;0;unknown;no
id10237;49;admin.;married;secondary;no;1788;yes;no;unknown;11;jun;274;2;-1;0;unknown;no
id10238;38;blue-collar;single;tertiary;no;797;yes;no;unknown;11;jun;124;4;-1;0;unknown;no
id10239;32;technician;divorced;secondary;no;2;yes;no;unknown;11;jun;354;17;-1;0;unknown;no
id10240;57;admin.;married;secondary;no;5888;no;yes;unknown;11;jun;288;3;-1;0;unknown;no
id10241;41;self-employed;single;tertiary;no;1755;no;no;unknown;11;jun;152;10;-1;0;unknown;no
id10242;40;admin.;single;tertiary;no;1248;no;no;unknown;11;jun;1290;2;-1;0;unknown;yes
id10243;44;blue-collar;married;primary;no;321;yes;no;unknown;11;jun;59;8;-1;0;unknown;no
id10244;45;services;married;secondary;no;1306;no;no;unknown;11;jun;125;3;-1;0;unknown;no
id10245;52;admin.;married;secondary;no;4233;no;no;unknown;11;jun;158;2;-1;0;unknown;no
id10246;36;blue-collar;married;secondary;no;1704;no;no;unknown;11;jun;179;4;-1;0;unknown;no
id10247;52;unemployed;married;unknown;no;83;yes;no;unknown;11;jun;26;29;-1;0;unknown;no
id10248;36;admin.;divorced;secondary;no;0;no;no;unknown;11;jun;203;3;-1;0;unknown;no
id10249;58;housemaid;married;tertiary;no;497;no;no;unknown;11;jun;138;5;-1;0;unknown;no
id10250;43;technician;single;secondary;no;59;yes;no;unknown;11;jun;107;19;-1;0;unknown;no
id10251;48;blue-collar;married;primary;no;3304;no;no;unknown;11;jun;409;3;-1;0;unknown;no
id10252;60;management;married;tertiary;no;79;no;no;unknown;11;jun;48;3;-1;0;unknown;no
id10253;29;admin.;single;secondary;no;171;yes;no;unknown;11;jun;83;10;-1;0;unknown;no
id10254;37;blue-collar;married;primary;yes;-142;no;no;unknown;11;jun;199;3;-1;0;unknown;no
id10255;40;services;single;secondary;no;316;no;no;unknown;11;jun;122;5;-1;0;unknown;no
id10256;31;blue-collar;married;secondary;no;30;yes;no;unknown;11;jun;172;14;-1;0;unknown;no
id10257;40;blue-collar;married;primary;no;5560;yes;no;unknown;11;jun;93;3;-1;0;unknown;no
id10258;36;blue-collar;married;primary;no;272;no;no;unknown;11;jun;222;2;-1;0;unknown;no
id10259;36;admin.;married;secondary;no;0;no;no;unknown;11;jun;378;4;-1;0;unknown;no
id10260;51;blue-collar;married;primary;no;2995;yes;no;unknown;11;jun;93;2;-1;0;unknown;no
id10261;55;management;married;tertiary;no;10957;no;no;unknown;11;jun;514;4;-1;0;unknown;no
id10262;44;technician;married;tertiary;no;1454;no;no;unknown;11;jun;156;2;-1;0;unknown;no
id10263;48;admin.;married;secondary;no;13551;no;no;unknown;11;jun;89;3;-1;0;unknown;no
id10264;59;retired;single;secondary;no;2432;no;no;unknown;11;jun;236;2;-1;0;unknown;no
id10265;47;management;single;tertiary;no;0;no;no;unknown;11;jun;58;3;-1;0;unknown;no
id10266;42;blue-collar;married;primary;no;530;no;no;unknown;11;jun;850;8;-1;0;unknown;no
id10267;40;technician;married;secondary;no;240;no;no;unknown;12;jun;68;4;-1;0;unknown;no
id10268;39;blue-collar;married;unknown;no;2952;yes;no;unknown;12;jun;307;2;-1;0;unknown;no
id10269;40;blue-collar;divorced;secondary;no;181;no;no;unknown;12;jun;89;6;-1;0;unknown;no
id10270;56;technician;married;secondary;no;225;yes;no;unknown;12;jun;71;12;-1;0;unknown;no
id10271;47;management;married;unknown;no;0;no;no;unknown;12;jun;77;3;-1;0;unknown;no
id10272;34;blue-collar;married;secondary;no;352;yes;no;unknown;12;jun;52;3;-1;0;unknown;no
id10273;38;blue-collar;married;secondary;no;2342;no;no;unknown;12;jun;136;2;-1;0;unknown;no
id10274;37;unemployed;single;tertiary;no;1706;no;no;unknown;12;jun;542;3;-1;0;unknown;no
id10275;38;blue-collar;single;primary;no;1691;no;no;unknown;12;jun;265;3;-1;0;unknown;no
id10276;52;management;divorced;tertiary;no;50;yes;no;unknown;12;jun;84;3;-1;0;unknown;no
id10277;35;blue-collar;married;secondary;no;728;yes;no;unknown;12;jun;410;16;-1;0;unknown;no
id10278;31;technician;single;secondary;no;1094;yes;no;unknown;12;jun;93;8;-1;0;unknown;no
id10279;37;management;single;tertiary;no;8828;no;no;unknown;12;jun;1010;3;-1;0;unknown;yes
id10280;53;self-employed;divorced;tertiary;no;1841;no;no;unknown;12;jun;403;5;-1;0;unknown;no
id10281;45;management;married;tertiary;no;3370;no;no;unknown;12;jun;36;3;-1;0;unknown;no
id10282;44;services;single;secondary;no;106;no;no;unknown;12;jun;109;2;-1;0;unknown;no
id10283;49;unknown;married;primary;no;142;no;no;unknown;12;jun;90;3;-1;0;unknown;no
id10284;37;blue-collar;married;secondary;no;1590;no;no;unknown;12;jun;305;2;-1;0;unknown;no
id10285;39;management;married;unknown;no;4800;no;no;unknown;12;jun;135;3;-1;0;unknown;no
id10286;55;blue-collar;married;secondary;no;0;no;no;unknown;12;jun;614;2;-1;0;unknown;yes
id10287;46;services;married;secondary;no;6913;no;no;unknown;12;jun;781;2;-1;0;unknown;no
id10288;38;technician;married;tertiary;no;0;no;no;unknown;12;jun;112;2;-1;0;unknown;no
id10289;55;admin.;married;secondary;no;3664;no;yes;unknown;12;jun;423;2;-1;0;unknown;no
id10290;39;services;married;secondary;no;257;yes;no;unknown;12;jun;171;1;-1;0;unknown;no
id10291;46;blue-collar;married;primary;no;642;no;no;unknown;12;jun;110;4;-1;0;unknown;no
id10292;53;retired;married;secondary;no;340;yes;no;unknown;12;jun;138;1;-1;0;unknown;no
id10293;40;entrepreneur;married;secondary;no;2252;no;no;unknown;12;jun;144;1;-1;0;unknown;no
id10294;37;services;married;primary;no;0;yes;yes;unknown;12;jun;137;1;-1;0;unknown;no
