entreprise_id,taille_entreprise,secteur,chiffre_affaires,nombre_employes,anciennete_relation,anciennete_entreprise,niveau_risque
563,Moyenne,Industrie,530498.66,788,11,23,1
564,Petite,Industrie,257029.12,245,26,22,3
565,Moyenne,Technologie,11998.33,1558,19,4,2
566,Moyenne,Santé,182340.86,4583,2,49,2
567,Grande,Industrie,125895.38,1017,28,59,3
568,Moyenne,Finance,454593.9,191,3,73,2
569,Petite,Technologie,616135.57,1886,11,68,5
570,Petite,Services,220954.16,4591,6,71,3
571,Grande,Santé,939666.53,435,29,87,2
572,Petite,Technologie,16615.31,243,14,2,1
573,Moyenne,Services,774578.01,2350,19,49,1
574,Petite,Services,628952.72,80,26,88,5
575,Grande,Industrie,379819.25,1361,16,95,3
576,Moyenne,Industrie,59984.05,4927,21,31,2
577,Grande,Industrie,631211.71,2335,22,40,2
578,Moyenne,Technologie,391757.38,4691,24,48,1
579,Petite,Technologie,936904.47,1907,7,51,5
580,Grande,Santé,546570.17,4018,27,43,1
581,Grande,Industrie,940255.0,4675,8,98,1
582,Moyenne,Services,228278.86,4992,19,55,5
583,Grande,Finance,728468.65,2064,20,88,3
584,Moyenne,Santé,621076.53,145,16,49,2
585,Moyenne,Technologie,742014.15,1794,22,90,3
586,Moyenne,Santé,222521.19,3631,27,80,4
587,Moyenne,Santé,668344.57,21,7,57,4
588,Petite,Santé,503059.99,4353,9,77,4
589,Moyenne,Santé,745396.73,469,13,15,5
590,Grande,Finance,333774.2,4476,1,27,1
591,Petite,Industrie,891156.46,1832,29,68,3
592,Grande,Services,93458.3,3033,8,80,2
593,Petite,Santé,809117.43,524,24,64,4
594,Moyenne,Santé,862706.43,94,22,94,3
595,Petite,Santé,819079.79,4820,4,30,4
596,Petite,Industrie,517599.13,2856,3,36,4
597,Grande,Technologie,444001.13,2848,27,67,2
598,Grande,Technologie,996299.66,4730,3,86,5
599,Moyenne,Finance,236880.23,1889,22,86,1
600,Petite,Technologie,551407.21,4176,13,49,5
601,Petite,Santé,673968.77,930,8,76,3
602,Petite,Santé,703858.96,3739,7,55,5
603,Moyenne,Santé,211984.42,974,27,85,3
604,Moyenne,Finance,657454.15,1099,1,56,3
605,Moyenne,Santé,820185.87,3200,27,68,1
606,Moyenne,Technologie,59518.39,1409,16,95,2
607,Moyenne,Industrie,912406.08,3369,6,44,1
608,Grande,Industrie,39209.01,4295,7,31,5
609,Petite,Services,362411.32,3987,12,58,3
610,Petite,Technologie,25655.06,4328,23,87,4
611,Petite,Santé,86373.72,4018,9,53,4
612,Petite,Industrie,912056.6,4561,27,84,3
613,Petite,Technologie,361312.22,4718,11,79,1
614,Petite,Industrie,430523.82,3097,10,23,2
615,Petite,Santé,223190.94,4164,21,28,1
616,Petite,Industrie,601124.81,2079,1,16,3
617,Grande,Services,598855.18,289,18,37,3
618,Petite,Services,378478.39,4938,4,21,2
619,Grande,Industrie,339704.52,4931,5,79,5
620,Moyenne,Technologie,886114.67,1192,9,17,5
621,Petite,Technologie,389451.4,3974,27,37,2
622,Moyenne,Technologie,498565.98,2970,17,77,5
623,Moyenne,Industrie,290471.71,4324,3,19,4
624,Moyenne,Technologie,788901.81,788,16,30,5
625,Grande,Santé,403473.68,954,5,45,5
626,Moyenne,Services,518474.94,3944,16,18,5
627,Moyenne,Santé,260823.6,49,3,78,4
628,Moyenne,Technologie,987783.0,1815,20,62,5
629,Petite,Santé,298580.78,4571,15,36,4
630,Petite,Technologie,773035.11,2086,3,84,2
631,Grande,Industrie,433220.69,3503,20,52,1
632,Grande,Santé,214155.23,834,14,19,2
633,Petite,Industrie,801721.58,1914,16,44,1
634,Grande,Industrie,340270.72,2586,29,7,2
635,Petite,Finance,866541.41,696,29,44,1
636,Moyenne,Technologie,916104.61,4024,17,68,1
637,Moyenne,Services,861225.6,936,28,34,3
638,Grande,Technologie,44657.84,4941,24,66,1
639,Petite,Services,789499.61,3411,20,69,1
640,Petite,Technologie,417226.07,152,23,55,3
641,Grande,Industrie,874985.69,1037,18,10,5
642,Petite,Santé,641574.72,1316,18,96,5
643,Moyenne,Santé,835306.7,392,22,42,3
644,Grande,Finance,504437.45,3126,14,41,4
645,Grande,Services,539675.25,1878,18,77,1
646,Petite,Services,152943.76,3593,15,69,1
647,Grande,Services,786147.49,920,15,10,3
648,Petite,Industrie,425195.72,1883,6,10,3
649,Petite,Services,505079.32,3753,27,91,4
650,Petite,Santé,787246.74,282,15,60,5
651,Petite,Industrie,602856.95,1982,18,51,2
652,Petite,Technologie,209087.74,1864,4,21,5
653,Grande,Services,594330.33,3041,23,8,1
654,Moyenne,Services,413556.53,3376,8,65,3
655,Moyenne,Technologie,474830.29,4718,15,92,4
656,Grande,Services,38028.16,2187,3,78,5
657,Grande,Technologie,217929.06,4680,15,85,4
658,Moyenne,Industrie,288227.7,1175,13,30,5
659,Moyenne,Santé,715830.41,494,9,85,1
660,Moyenne,Technologie,21377.55,2530,2,49,2
661,Moyenne,Finance,414689.49,1187,24,9,4
662,Moyenne,Technologie,924786.6,4484,8,17,4
663,Petite,Services,120761.81,4263,29,69,2
664,Grande,Industrie,521260.14,2493,20,58,4
665,Petite,Industrie,788657.16,1881,17,57,4
666,Moyenne,Technologie,943105.99,2467,13,62,5
667,Moyenne,Santé,749308.87,1635,1,95,5
668,Moyenne,Finance,723359.89,292,2,52,2
669,Petite,Industrie,828223.21,4287,15,61,1
670,Petite,Services,451739.21,1912,12,40,4
671,Moyenne,Services,807786.09,1166,14,38,1
672,Petite,Santé,17884.76,134,25,43,2
673,Petite,Industrie,925315.44,2368,29,63,2
674,Moyenne,Technologie,448873.44,148,2,19,5
675,Petite,Services,557846.39,20,18,50,4
676,Grande,Santé,262333.43,249,22,33,3
677,Grande,Industrie,745105.52,931,7,13,2
678,Grande,Industrie,85869.45,3183,29,78,4
679,Grande,Industrie,873909.44,2181,23,97,1
680,Moyenne,Industrie,829835.66,891,29,62,5
681,Moyenne,Industrie,223899.52,345,25,93,1
682,Moyenne,Services,811231.15,2056,6,43,2
683,Grande,Santé,788494.16,3403,14,49,2
684,Grande,Industrie,635894.43,3955,8,36,1
685,Petite,Finance,379784.98,310,27,10,2
686,Petite,Finance,278783.77,912,22,95,4
687,Grande,Santé,239465.75,2659,2,6,2
688,Grande,Technologie,325422.87,3797,17,57,5
689,Grande,Technologie,904522.86,4047,5,1,4
690,Grande,Technologie,86864.37,1376,14,71,3
691,Petite,Finance,830582.56,325,25,58,2
692,Grande,Technologie,355401.17,4659,24,91,2
693,Petite,Services,526383.4,4064,29,21,5
694,Grande,Industrie,796540.78,1136,20,92,5
695,Grande,Finance,885532.78,2583,21,80,1
696,Grande,Santé,351333.61,4047,29,56,1
697,Petite,Santé,467225.05,3372,21,87,1
698,Petite,Industrie,420370.9,822,22,20,5
699,Moyenne,Finance,23118.52,16,3,54,1
700,Grande,Technologie,302983.46,199,5,25,1
701,Moyenne,Technologie,464597.34,2542,16,28,3
702,Moyenne,Services,416982.67,2847,18,5,1
703,Petite,Services,724709.94,2234,26,21,2
704,Petite,Technologie,390955.58,3014,17,18,5
705,Moyenne,Santé,494482.68,4756,11,47,4
706,Grande,Santé,435312.51,2082,17,70,3
707,Petite,Services,743219.89,3872,16,57,5
708,Grande,Industrie,864342.67,4878,26,93,5
709,Grande,Technologie,536570.19,448,23,19,2
710,Moyenne,Services,791537.87,302,2,97,1
711,Moyenne,Services,303818.82,4908,4,65,2
712,Moyenne,Technologie,545955.91,849,21,3,1
713,Moyenne,Technologie,351777.65,1020,7,42,1
714,Petite,Santé,420058.92,1389,2,21,5
715,Petite,Industrie,735089.73,1402,6,99,1
716,Moyenne,Industrie,882845.86,558,17,40,3
717,Petite,Technologie,130280.44,2355,7,67,3
718,Moyenne,Finance,638292.86,4521,25,25,3
719,Grande,Services,586322.37,1274,5,55,5
720,Grande,Services,127230.89,1265,5,84,2
721,Grande,Technologie,219775.39,189,20,52,4
722,Moyenne,Finance,317892.47,4568,16,44,1
723,Grande,Santé,175261.76,2415,19,98,4
724,Petite,Technologie,251292.19,4436,9,85,2
725,Grande,Technologie,274924.79,2214,5,56,2
726,Grande,Services,342317.09,3677,8,55,5
727,Grande,Technologie,751896.55,4688,9,87,3
728,Petite,Technologie,576193.08,1886,5,70,3
729,Moyenne,Technologie,986384.21,4301,10,77,2
730,Petite,Services,420588.47,526,25,87,5
731,Moyenne,Santé,756326.42,1892,2,73,5
732,Moyenne,Santé,872753.74,2557,9,81,1
733,Grande,Technologie,682188.71,3814,11,66,3
734,Moyenne,Services,417746.09,4888,4,19,2
735,Petite,Santé,756058.68,4160,22,83,4
736,Petite,Santé,211630.47,4678,22,7,3
737,Moyenne,Santé,334276.64,4421,22,63,1
738,Grande,Services,551218.4,3484,2,42,5
739,Grande,Services,579655.29,1414,23,42,2
740,Petite,Technologie,31920.06,1699,29,59,3
741,Grande,Industrie,945663.05,4669,6,20,4
742,Moyenne,Santé,699661.0,531,27,73,1
743,Moyenne,Industrie,500746.71,2665,14,17,1
744,Petite,Services,933795.96,2177,1,27,3
745,Moyenne,Services,444704.61,4971,18,47,4
746,Petite,Services,980631.21,284,7,2,1
747,Moyenne,Industrie,517161.91,2969,1,63,2
748,Petite,Services,123142.91,3982,1,62,1
749,Grande,Technologie,767152.96,2674,1,19,4
750,Moyenne,Services,682108.75,2898,24,17,5
751,Moyenne,Finance,775256.85,1756,4,69,5
752,Petite,Industrie,951927.61,3986,4,39,3
753,Petite,Finance,778724.41,4774,29,82,4
754,Moyenne,Services,615223.24,2366,18,71,1
755,Petite,Technologie,858735.81,4432,27,81,1
756,Moyenne,Santé,676513.97,4136,11,39,5
757,Grande,Services,414037.87,1713,27,36,5
758,Petite,Technologie,886763.57,2691,1,40,2
759,Moyenne,Industrie,229681.46,2900,28,45,5
760,Grande,Finance,717494.86,4540,10,4,2
761,Grande,Finance,882747.82,2781,9,25,1
762,Moyenne,Finance,734003.35,1124,23,69,2
763,Petite,Industrie,700302.66,2993,4,30,2
764,Moyenne,Technologie,755111.91,4264,28,76,3
765,Grande,Industrie,470404.7,4248,6,68,5
766,Moyenne,Finance,875428.98,199,16,88,2
767,Petite,Services,211402.11,667,2,29,1
768,Grande,Santé,136112.55,484,23,73,4
769,Moyenne,Industrie,292653.69,4223,18,68,2
770,Petite,Industrie,536261.62,1428,10,51,5
771,Grande,Technologie,515456.18,2713,24,24,3
772,Petite,Technologie,822392.77,3180,24,14,1
773,Grande,Industrie,410522.97,3819,17,69,3
774,Moyenne,Finance,489500.98,2019,13,18,4
775,Petite,Santé,23234.01,3794,24,42,2
776,Grande,Technologie,415641.84,4810,18,57,2
777,Petite,Finance,651296.49,2448,22,83,5
778,Petite,Services,25353.25,916,13,12,2
779,Moyenne,Technologie,288073.15,3218,17,82,1
780,Petite,Finance,215876.8,2369,5,17,4
781,Grande,Finance,51565.57,3634,11,30,3
782,Grande,Santé,484467.49,3477,7,88,4
783,Grande,Santé,189906.06,685,29,75,2
784,Grande,Services,745650.72,4656,10,99,3
785,Moyenne,Finance,849448.6,614,17,23,5
786,Petite,Finance,550129.33,2161,15,81,4
787,Moyenne,Santé,981890.27,3871,18,1,3
788,Petite,Technologie,455973.79,376,23,79,3
789,Petite,Technologie,518234.53,620,22,32,3
790,Petite,Industrie,989325.58,2258,19,9,1
791,Moyenne,Santé,239232.95,4947,26,15,4
792,Petite,Industrie,943120.48,4143,2,28,3
793,Moyenne,Santé,52409.18,869,26,24,4
794,Grande,Services,451923.02,1273,4,60,3
795,Grande,Finance,79303.48,789,3,35,5
796,Petite,Services,731942.4,4576,7,86,5
797,Moyenne,Santé,612324.85,4183,24,27,5
798,Grande,Finance,709567.92,2242,18,83,2
799,Moyenne,Technologie,380735.6,4059,10,76,3
800,Moyenne,Technologie,375787.11,4900,7,20,2
801,Petite,Industrie,54866.09,940,8,65,4
802,Grande,Santé,356445.49,3985,6,85,2
803,Petite,Santé,929995.52,2343,22,49,4
804,Petite,Technologie,385434.27,330,26,1,4
805,Grande,Services,833054.03,1539,1,10,4
806,Grande,Finance,843902.25,3485,4,47,2
807,Moyenne,Services,379508.74,3866,14,59,3
808,Grande,Services,635668.79,1990,17,96,2
809,Moyenne,Technologie,104417.89,4937,20,62,3
810,Moyenne,Technologie,112641.79,4608,18,86,3
811,Moyenne,Technologie,58171.09,2783,11,18,4
812,Grande,Industrie,585204.94,1275,29,46,2
813,Petite,Services,431810.27,645,21,32,3
814,Moyenne,Santé,552552.03,4708,26,27,5
815,Petite,Finance,525862.46,4083,14,92,3
816,Petite,Industrie,356700.96,4666,9,18,5
817,Grande,Santé,680698.68,1372,27,39,2
818,Petite,Services,760916.86,4047,15,49,2
819,Petite,Technologie,24481.98,2580,12,93,2
820,Grande,Services,215169.88,3608,10,82,3
821,Moyenne,Finance,716103.51,1586,19,44,1
822,Petite,Industrie,392753.97,1991,24,72,3
823,Grande,Industrie,665859.11,2245,19,54,3
824,Petite,Finance,353493.03,3971,6,95,4
825,Petite,Santé,396847.6,2110,20,34,4
826,Moyenne,Santé,167092.08,133,24,71,3
827,Petite,Industrie,265648.71,4806,27,36,5
828,Grande,Industrie,609357.64,4001,6,18,4
829,Petite,Technologie,438831.48,856,8,38,3
830,Moyenne,Santé,776559.66,4108,1,59,1
831,Moyenne,Finance,854059.11,2081,22,9,5
832,Grande,Santé,546229.95,2999,17,73,2
833,Moyenne,Technologie,760684.62,3749,17,72,3
834,Petite,Industrie,313835.47,2761,24,51,3
835,Moyenne,Industrie,420821.5,1649,15,35,5
836,Grande,Technologie,715649.9,4376,7,82,4
837,Moyenne,Finance,392349.87,3149,19,5,4
838,Moyenne,Industrie,592619.89,247,22,14,4
839,Moyenne,Services,193519.05,4090,25,92,2
840,Grande,Industrie,603773.6,175,23,30,5
841,Moyenne,Services,862898.57,657,28,4,5
842,Moyenne,Technologie,869953.24,3517,3,39,4
843,Petite,Technologie,727100.96,1504,29,84,4
844,Grande,Industrie,748295.85,2104,22,64,1
845,Moyenne,Santé,562348.17,2163,11,25,1
846,Grande,Services,588821.41,1977,20,28,3
847,Moyenne,Finance,142314.08,3930,29,76,3
848,Moyenne,Industrie,449420.6,2263,19,66,5
849,Moyenne,Finance,456268.52,4044,9,78,5
850,Petite,Industrie,958912.86,2040,10,22,2
851,Petite,Santé,436775.99,3276,2,31,2
852,Petite,Santé,553849.22,862,1,23,1
853,Grande,Santé,537918.89,3828,16,48,3
854,Grande,Santé,640394.1,1054,18,20,1
855,Petite,Technologie,750750.5,3995,23,38,1
856,Grande,Technologie,232791.46,303,26,55,3
857,Moyenne,Services,533437.17,928,17,68,2
858,Moyenne,Finance,827658.53,4237,6,79,3
859,Moyenne,Industrie,468483.57,4311,14,88,4
860,Petite,Industrie,285672.97,2804,23,89,4
861,Grande,Technologie,658161.98,4880,25,1,4
862,Petite,Industrie,825529.72,4067,15,7,5
863,Grande,Technologie,72508.89,4050,14,57,2
864,Moyenne,Services,779022.58,1807,24,95,2
865,Petite,Finance,823431.45,2718,22,12,5
866,Grande,Services,466907.7,4511,3,5,1
867,Grande,Santé,983472.6,2858,24,50,4
868,Moyenne,Santé,788841.26,2662,23,42,4
869,Petite,Santé,775925.94,4527,19,12,1
870,Petite,Services,750360.19,3351,25,18,3
871,Petite,Industrie,159102.02,1476,12,66,3
872,Moyenne,Finance,225058.58,2954,2,74,2
873,Petite,Santé,469350.23,946,3,79,5
874,Moyenne,Santé,271364.31,1912,18,94,2
875,Moyenne,Santé,421088.56,4842,29,17,3
876,Moyenne,Finance,889579.47,1248,1,68,1
877,Grande,Santé,826083.62,4428,20,71,2
878,Petite,Finance,633739.48,1471,21,62,4
879,Petite,Santé,859539.19,3962,29,41,4
880,Moyenne,Services,785934.67,1971,6,95,1
881,Moyenne,Services,434695.08,380,5,34,3
882,Petite,Finance,209054.5,267,1,70,4
883,Moyenne,Services,519059.03,4367,19,45,4
884,Petite,Finance,738866.59,3393,1,58,5
885,Grande,Services,442055.4,3400,27,51,2
886,Moyenne,Services,670104.19,1949,21,34,3
887,Petite,Finance,103384.15,1898,21,44,2
888,Moyenne,Industrie,750524.69,3639,16,15,3
889,Petite,Services,814586.48,1657,12,78,4
890,Petite,Santé,709769.48,4146,27,70,5
891,Moyenne,Industrie,967590.95,3897,29,50,2
892,Grande,Finance,828385.54,604,22,32,4
893,Petite,Industrie,904062.79,4820,8,67,3
894,Petite,Technologie,934235.37,1917,26,3,2
895,Petite,Technologie,803334.51,1297,16,86,2
896,Grande,Services,677516.25,605,28,86,4
897,Grande,Services,15661.4,385,1,74,2
898,Moyenne,Santé,471167.5,4218,4,51,5
899,Grande,Industrie,575450.68,3642,10,67,5
900,Moyenne,Technologie,310989.97,2168,11,76,4
901,Moyenne,Services,324923.4,4360,17,93,3
902,Grande,Industrie,961547.82,1103,25,48,4
903,Moyenne,Services,892793.76,370,27,17,5
904,Grande,Services,850687.22,2575,23,7,1
905,Moyenne,Technologie,411951.68,3424,7,13,1
906,Grande,Technologie,23561.56,2481,12,66,2
907,Grande,Services,89420.02,795,21,4,2
908,Moyenne,Finance,319074.4,3574,7,10,1
909,Petite,Services,25585.48,751,12,88,5
910,Moyenne,Services,26978.28,317,15,17,2
911,Grande,Santé,917437.27,4638,2,52,4
912,Petite,Santé,709096.92,925,14,6,4
913,Moyenne,Santé,315866.43,1082,13,83,5
914,Moyenne,Finance,141318.13,2834,4,69,2
915,Moyenne,Finance,516519.36,2386,14,96,4
916,Petite,Services,15292.7,3623,14,74,2
917,Grande,Santé,939029.61,802,16,9,2
918,Moyenne,Finance,420666.97,4448,7,91,4
919,Moyenne,Technologie,408311.61,277,19,77,1
920,Moyenne,Services,396687.67,3015,2,83,4
921,Moyenne,Industrie,78635.05,4820,10,21,5
922,Moyenne,Services,641939.02,1778,18,24,3
923,Grande,Industrie,735673.58,2552,29,4,4
924,Grande,Santé,679364.14,3169,17,24,2
925,Moyenne,Industrie,147051.14,4785,5,59,2
926,Petite,Santé,583051.77,4722,12,99,4
927,Grande,Technologie,573789.64,951,6,3,3
928,Petite,Industrie,869726.68,2670,22,68,4
929,Grande,Services,385336.38,511,9,40,3
930,Moyenne,Santé,377771.08,248,20,48,3
931,Grande,Services,622341.79,510,1,54,5
932,Moyenne,Finance,636741.93,4522,22,35,2
933,Grande,Santé,474592.38,3163,15,95,2
934,Moyenne,Industrie,448628.77,3595,21,56,3
935,Moyenne,Santé,499206.19,1877,26,89,2
936,Moyenne,Services,862434.85,3798,6,40,1
937,Moyenne,Technologie,466555.23,1197,19,77,3
938,Petite,Santé,940532.47,4430,18,68,2
939,Moyenne,Industrie,508963.73,4750,6,46,1
940,Petite,Finance,949708.69,1469,13,78,5
941,Petite,Technologie,834503.58,395,1,13,2
942,Moyenne,Finance,368807.01,4481,23,27,1
943,Petite,Santé,865005.01,3382,23,6,4
944,Grande,Services,118962.65,4842,26,17,4
945,Moyenne,Services,925796.7,4920,13,36,1
946,Petite,Industrie,635327.08,677,7,99,3
947,Moyenne,Services,63846.84,2565,15,81,3
948,Moyenne,Technologie,647814.16,1216,12,2,2
949,Moyenne,Services,974505.18,934,27,77,4
950,Petite,Industrie,79102.65,1544,26,52,3
951,Grande,Santé,559140.83,917,1,66,3
952,Grande,Santé,750316.41,648,15,52,4
953,Petite,Services,812156.0,4527,4,92,5
954,Moyenne,Finance,419689.19,506,13,43,3
955,Petite,Santé,212124.89,734,23,90,1
956,Petite,Services,51918.86,1288,27,22,2
957,Petite,Industrie,583928.9,2123,25,55,3
958,Moyenne,Services,458381.96,4557,5,67,3
959,Petite,Santé,949256.95,4391,29,99,5
960,Moyenne,Industrie,69998.86,3841,2,60,1
961,Petite,Services,688541.39,924,23,58,2
962,Grande,Technologie,34716.56,4055,26,12,3
963,Petite,Industrie,179719.83,2344,1,88,2
964,Petite,Technologie,459043.21,760,16,69,4
965,Grande,Finance,460323.72,1874,23,84,3
966,Moyenne,Industrie,688843.54,4477,6,39,3
967,Moyenne,Technologie,911110.9,512,23,13,4
968,Petite,Santé,642641.84,1441,16,41,5
969,Grande,Santé,953999.75,2580,14,57,3
970,Moyenne,Finance,882799.48,3431,29,53,2
971,Petite,Industrie,588654.8,563,26,12,1
972,Grande,Industrie,835454.03,3107,3,13,2
973,Moyenne,Industrie,646151.83,4521,15,74,5
974,Moyenne,Finance,87772.25,3627,3,97,1
975,Grande,Industrie,743159.08,4404,23,57,2
976,Grande,Santé,103959.36,4062,29,40,2
977,Grande,Technologie,598141.95,3720,2,80,4
978,Grande,Santé,705613.8,1306,1,45,5
979,Petite,Santé,75862.33,2160,9,35,4
980,Grande,Technologie,238486.71,697,9,3,1
981,Moyenne,Santé,916515.51,4355,23,5,4
982,Moyenne,Finance,620151.35,1483,7,90,5
983,Petite,Technologie,253823.16,261,3,11,3
984,Moyenne,Santé,693772.97,2435,26,71,3
985,Moyenne,Services,600808.66,446,18,56,1
986,Grande,Santé,506559.94,1886,11,10,3
987,Moyenne,Finance,976425.11,2651,7,34,4
988,Petite,Industrie,686619.24,3825,9,67,1
989,Grande,Santé,381686.7,4682,1,72,5
990,Grande,Industrie,802072.7,1740,29,31,1
991,Petite,Services,885737.46,3740,14,75,1
992,Grande,Santé,133968.35,2650,20,71,2
993,Grande,Technologie,208547.45,23,6,66,2
994,Petite,Industrie,224064.74,1129,7,70,1
995,Grande,Services,694299.69,3990,10,41,3
996,Petite,Technologie,607009.16,2659,7,63,2
997,Petite,Technologie,622801.65,2085,26,32,5
998,Moyenne,Technologie,941365.57,1552,2,20,4
999,Moyenne,Technologie,778152.42,866,4,57,2
1000,Grande,Santé,136657.56,159,21,98,1
